Abgliophragma setosum
Rhizopogon dubius
Rhizopogon duriusculus
Rhizopogon ellenae
Rhizopogon ellipsosporus
Rhizopogon evadens
Rhizopogon exiguus
Rhizopogon fabri
Rhizopogon fallax
Rhizopogon flavofibrillosus
Rhizopogon flavus
Rhizopogon florencianus
Rhizopogon fragmentatus
Rhizopogon fragrans
Rhizopogon fuscorubens
Rhizopogon gangliformis
Rhizopogon gelatinosus
Rhizopogon gigasporus
Rhizopogon gilkeyae
Rhizopogon globatus
Rhizopogon granuloflavus
Rhizopogon graveolens
Rhizopogon griseogleba
Rhizopogon griseovinaceus
Rhizopogon guzmanii
Rhizopogon hawkerae
Rhizopogon honoratoi
Rhizopogon hymenogastrosporus
Rhizopogon hypothallosus
Rhizopogon hysterangioides
Rhizopogon idahoensis
Rhizopogon inodorus
Rhizopogon inquinatus
Rhizopogon inversus
Rhizopogon isabellinus
Rhizopogon kauffmanii
Rhizopogon kretzerae
Rhizopogon laetiflavus
Rhizopogon lapponicus
Rhizopogon libocedri
Rhizopogon lowei
Rhizopogon luteoalboides
Rhizopogon luteoalbus
Rhizopogon luteoloides
Rhizopogon luteolus
Rhizopogon lutescens
Rhizopogon macrocoilos
Rhizopogon maculatus
Rhizopogon magnatus
Rhizopogon marchii
Rhizopogon masoniae
Rhizopogon melanogastroides
Rhizopogon mengei
Rhizopogon michoacanicus
Rhizopogon milleri
Rhizopogon minor
Rhizopogon mohelnensis
Rhizopogon molallaensis
Rhizopogon molligleba
Rhizopogon monticola
Rhizopogon mutabilis
Rhizopogon niger
Rhizopogon nigrescens
Rhizopogon nitens
Rhizopogon nitidus
Rhizopogon obscurus
Rhizopogon obtextus
Rhizopogon occidentalis
Rhizopogon ochraceisporus
Rhizopogon ochraceobrunnescens
Rhizopogon ochraceorubens
Rhizopogon ochroleucoides
Rhizopogon ochroleucus
Rhizopogon odoratus
Rhizopogon olivaceofuscus
Rhizopogon olivaceoluteus
Rhizopogon olivaceoniger
Rhizopogon olivaceotinctus
Rhizopogon oregonensis
Rhizopogon oswaldii
Rhizopogon pachydermus
Rhizopogon pachyphloeus
Rhizopogon pachyspora
Rhizopogon pannosus
Rhizopogon parasiticus
Rhizopogon parksii
Rhizopogon parvisporus
Rhizopogon parvulus
Rhizopogon pedicellus
Rhizopogon piceus
Rhizopogon pinicola
Rhizopogon pinyonensis
Rhizopogon ponderosus
Rhizopogon praestans
Rhizopogon proximus
Rhizopogon pseudoaffinis
Rhizopogon pseudoalbus
Rhizopogon pseudoroseolus
Rhizopogon pseudovillosulus
Rhizopogon pumilionum
Rhizopogon quercicola
Rhizopogon radicans
Rhizopogon reae
Rhizopogon reticarpus
Rhizopogon rhizophorus
Rhizopogon rocabrunae
Rhizopogon rodwayi
Rhizopogon rogersii
Rhizopogon roseolus
Rhizopogon rubrocorticeus
Rhizopogon rudus
Rhizopogon salebrosus
Rhizopogon sardous
Rhizopogon semireticulatus
Rhizopogon semitectus
Rhizopogon separabilis
Rhizopogon sepelibilis
Rhizopogon shanxiensis
Rhizopogon singularis
Rhizopogon sipei
Rhizopogon smithii
Rhizopogon sordidus
Rhizopogon suavis
Rhizopogon subalpinus
Rhizopogon subareolatus
Rhizopogon subaustralis
Rhizopogon subbadius
Rhizopogon subcaerulescens
Rhizopogon subcinnamomeus
Rhizopogon subcitrinus
Rhizopogon subclavitisporus
Rhizopogon subcroceus
Rhizopogon subgelatinosus
Rhizopogon sublateritius
Rhizopogon subolivascens
Rhizopogon subpurpurascens
Rhizopogon subradicatus
Rhizopogon subsalmonius
Rhizopogon succosus
Rhizopogon superdubius
Rhizopogon superiorensis
Rhizopogon tenuisporus
Rhizopogon tephrogleba
Rhizopogon thaxteri
Rhizopogon togasawarensis
Rhizopogon togasawarius
Rhizopogon truncatus
Rhizopogon tsugae
Rhizopogon udus
Rhizopogon umbrinoviolascens
Rhizopogon variabilisporus
Rhizopogon ventricisporus
Rhizopogon verii
Rhizopogon vesiculosus
Rhizopogon vestitus
Rhizopogon villescens
Rhizopogon villosulus
Rhizopogon vinicolor
Rhizopogon virens
Rhizopogon virescens
Rhizopogon viridis
Rhizopogon webbii
Rhizopogon willamettensis
Rhizopogon zelleri
Rhizopogoniella haasii
Rhizoporia hyalina
Rhizopus americanus
Rhizopus arrhizus
Rhizopus caespitosus
Rhizopus homothallicus
Rhizopus koreanus
Rhizopus lyococcus
Rhizopus megasporus
Rhizopus microsporus
Rhizopus niveus
Rhizopus schipperae
Rhizopus sexualis
Rhizopus stolonifer
Rhizoscyphus monotropae
Rhizosiphon akinetovorax
Rhizosiphon anabaenae
Rhizosiphon crassum
Rhizosphaera abietis
Rhizosphaera kalkhoffii
Rhizosphaera kobayashii
Rhizosphaera macrospora
Rhizosphaera media
Rhizosphaera pini
Rhizosphaera pseudotsugae
Rhizosphaera radicata
Rhizosphaerina variabilis
Rhizostilbella hibisci
Rhizostilbella rubra
Rhizotexis bauhiniarum
Rhizothyrium abietis
Rhizothyrium parasiticum
Rhodactina himalayensis
Rhodactina incarnata
Rhodesia subtecta
Rhodesiopsis gelatinosa
Rhodoarrhenia albocremea
Rhodoarrhenia cyphelloides
Rhodoarrhenia flabellulum
Rhodoarrhenia nobilis
Rhodoarrhenia pensilis
Rhodoarrhenia pezizoidea
Rhodoarrhenia solomonensis
Rhodoarrhenia vitellina
Rhodobolites roseus
Rhodocollybia amica
Rhodocollybia antioquiana
Rhodocollybia badiialba
Rhodocollybia butyracea
Rhodocollybia clavipes
Rhodocollybia dotae
Rhodocollybia filamentosa
Rhodocollybia fodiens
Rhodocollybia giselae
Rhodocollybia incarnata
Rhodocollybia laulaha
Rhodocollybia lentinoides
Rhodocollybia lignitilis
Rhodocollybia maculata
Rhodocollybia meridana
Rhodocollybia monticola
Rhodocollybia olivaceogrisea
Rhodocollybia oregonensis
Rhodocollybia pandipes
Rhodocollybia popayanica
Rhodocollybia prolixa
Rhodocollybia purpurata
Rhodocollybia rufovinosa
Rhodocollybia sleumeri
Rhodocollybia spissa
Rhodocollybia stenosperma
Rhodocollybia subnigra
Rhodocollybia subsulcatipes
Rhodocollybia tablensis
Rhodocollybia tenuipes
Rhodocollybia turpis
Rhodocollybia unakensis
Rhodocybe antipoda
Rhodocybe arenicola
Rhodocybe asanii
Rhodocybe asyae
Rhodocybe atrigilva
Rhodocybe byssisedoides
Rhodocybe cyathoidea
Rhodocybe dubia
Rhodocybe gilvoides
Rhodocybe gracilenta
Rhodocybe griseoaurantia
Rhodocybe harperi
Rhodocybe indica
Rhodocybe lignicola
Rhodocybe luteobrunnea
Rhodocybe malenconii
Rhodocybe matesina
Rhodocybe microspora
Rhodocybe nigrescens
Rhodocybe noveboracensis
Rhodocybe oenocephala
Rhodocybe olympiana
Rhodocybe parilis
Rhodocybe pascuensis
Rhodocybe pruinosistipitata
Rhodocybe rickii
Rhodocybe roseiavellanea
Rhodocybe rubrobrunnea
Rhodocybe sphaerospora
Rhodocybe spongiosa
Rhodocybe subgilva
Rhodocybe subtenerrima
Rhodocybe truncata
Rhodocybe tugrulii
Rhodocybe ulmi
Rhodocyphella cupuliformis
Rhodocyphella grisea
Rhodofomes cajanderi
Rhodofomes carneus
Rhodofomes incarnatus
Rhodofomes roseus
Rhodofomes subfeei
Rhodofomitopsis africana
Rhodofomitopsis cupreorosea
Rhodofomitopsis feei
Rhodofomitopsis lilacinogilva
Rhodonia placenta
Rhodopaxillus truncatus
Rhodopeziza tuberculata
Rhodophana canariensis
Rhodophana fibulata
Rhodophana flavipes
Rhodophana melleopallens
Rhodophana nitellina
Rhodophana rubroparvula
Rhodophana stangliana
Rhodophyllus alpicola
Rhodophyllus hypopolius
Rhodophyllus lactifluus
Rhodophyllus niphoides
Rhodophyllus putus
Rhodophyllus radiatus
Rhodophyllus variegatus
Rhodophyllus whiteae
Rhodoscypha ovilla
Rhodosporidiobolus azoricus
Rhodosporidiobolus colostri
Rhodosporidiobolus fluvialis
Rhodosporidiobolus lusitaniae
Rhodosporidiobolus microsporus
Rhodosporidiobolus nylandii
Rhodosporidiobolus odoratus
Rhodosporidiobolus poonsookiae
Rhodosporidiobolus ruineniae
Rhodosticta coluteae
Rhodosticta onobrychidis
Rhodotarzetta rosea
Rhodothrix phyllogena
Rhodotorula acuta
Rhodotorula alborubescens
Rhodotorula araucariae
Rhodotorula babjevae
Rhodotorula biourgei
Rhodotorula diobovata
Rhodotorula evergladensis
Rhodotorula fragaria
Rhodotorula fujisanensis
Rhodotorula gelatinosa
Rhodotorula glutinis
Rhodotorula gracilis
Rhodotorula graminis
Rhodotorula grinbergsii
Rhodotorula hinnulea
Rhodotorula histolytica
Rhodotorula incarnata
Rhodotorula koishikawensis
Rhodotorula kratochvilovae
Rhodotorula lini
Rhodotorula longissima
Rhodotorula ludwigii
Rhodotorula matritensis
Rhodotorula mucilaginosa
Rhodotorula ngohengohe
Rhodotorula nitens
Rhodotorula nothofagi
Rhodotorula pacifica
Rhodotorula paludigena
Rhodotorula pilimanae
Rhodotorula pinalis
Rhodotorula rubra
Rhodotorula rubrorugosa
Rhodotorula silvestris
Rhodotorula sinensis
Rhodotorula sphaerocarpa
Rhodotorula subericola
Rhodotorula terrea
Rhodotorula toruloides
Rhodotorula ulzamae
Rhodotorula vuilleminii
Rhodotorula yunnanensis
Rhodotorula zsoltii
Rhodotus asperior
Rhodotus palmatus
Rhodoveronaea varioseptata
Rhombostilbella crus-pavonis
Rhombostilbella rosae
Rhopalocladium myxophilum
Rhopalogaster transversarius
Rhopalomyces bennyi
Rhopalomyces candidus
Rhopalomyces cervinus
Rhopalomyces coronatus
Rhopalomyces elegans
Rhopalomyces macrosporus
Rhopalomyces magnus
Rhopalomyces minor
Rhopalomyces nigripes
Rhopalomyces semitectus
Rhopalomyces strangulatus
Rhopalomyces weirianus
Rhopalophlyctis sarcoptoides
Rhopalostroma africanum
Rhopalostroma angolense
Rhopalostroma brevistipitatum
Rhopalostroma dennisii
Rhopalostroma gracile
Rhopalostroma hawksworthii
Rhopalostroma indicum
Rhopalostroma kanyae
Rhopalostroma lekae
Rhopalostroma luzonense
Rhopalostroma sphaerocephalum
Rhopographella gaduae
Rhopographella reyesiana
Rhopographina chamaemori
Rhopographina palmarum
Rhynchodiplodia citri
Rhynchodiplodia ursusiformae
Rhynchogastrema aquatica
Rhynchogastrema complexa
Rhynchogastrema coronatum
Rhynchogastrema fermentans
Rhynchogastrema glucofermentans
Rhynchogastrema nanyangensis
Rhynchogastrema noutii
Rhynchogastrema tunnelae
Rhynchogastrema visegradensis
Rhynchomelas arenaria
Rhynchomeliola licaniae
Rhynchomeliola lichenicola
Rhynchomeliola lomatiae
Rhynchomeliola pulchella
Rhynchomeliola pusilla
Rhynchomeliola quercina
Rhynchomeliola rosacearum
Rhynchomyces violaceus
Rhynchonectria longispora
Rhynchophoma alni
Rhynchophoma crypta
Rhynchophoma fulica
Rhynchophoma laevirostris
Rhynchophoma lapsanae
Rhynchophoma platani
Rhynchophoma radula
Rhynchophoma retroflexa
Rhynchophoma trachelina
Rhynchophoromyces amphiopsis
Rhynchophoromyces anacaenae
Rhynchophoromyces denticulatus
Rhynchophoromyces elephantinus
Rhynchophoromyces helophori
Rhynchophoromyces rostratus
Rhynchophoromyces sperchopsis
Rhynchophoromyces unguicola
Rhynchoseptoria caballeroana
Rhynchosphaeria artemisiae
Rhynchosphaeria floridana
Rhynchosphaeria phoenicis
Rhynchosphaeria shearii
Rhynchosphaeria tamarindi
Rhynchosporina meinersii
Rhynchosporina tridentis
Rhynchosporium agropyri
Rhynchosporium graminicola
Rhynchosporium lolii
Rhynchosporium orthosporum
Rhynchosporium scopulariopsoides
Rhynchosporium secalis
Rhynchostoma arganiae
Rhynchostoma australiense
Rhynchostoma gnatostomaticum
Rhynchostoma golovinii
Rhynchostoma minutellum
Rhynchostoma minutum
Rhynchostoma nucis
Rhynchostoma piriforme
Rhynchostoma proteae
Rhynchostoma rubefaciens
Rhynchostoma sanguineoatrum
Rhytidenglerula carnea
Rhytidenglerula cissi
Rhytidenglerula davillae
Rhytidenglerula hendrickxii
Rhytidenglerula homalanthi
Rhytidenglerula landolphiae
Rhytidenglerula minima
Rhytidenglerula solani
Rhytidenglerula trematicola
Rhytidenglerula vilis
Rhytidhysteron brasiliense
Rhytidhysteron colombiense
Rhytidhysteron discolor
Rhytidhysteron dissimile
Rhytidhysteron fuscum
Rhytidhysteron guaraniticum
Rhytidhysteron indicum
Rhytidhysteron javanicum
Rhytidhysteron neorufulum
Rhytidhysteron opuntiae
Rhytidhysteron prosopidis
Rhytidhysteron quercinum
Rhytidhysteron rufulum
Rhytidhysteron scortechinii
Rhytidhysteron tectonae
Rhytidhysteron thailandicum
Rhytidhysteron viride
Rhytidiella baranyayi
Rhytidiella beloniza
Rhytidiella hebes
Rhytidiella moriformis
Rhytidopeziza balansae
Rhytidospora bispora
Rhytidospora cainii
Rhytidospora citriformis
Rhytidospora inordinata
Rhytidospora tetraspora
Rhytisma acerinum
Rhytisma aceris-saccharini
Rhytisma americanum
Rhytisma andromedae
Rhytisma anhuiense
Rhytisma asteris
Rhytisma bontocense
Rhytisma decolorans
Rhytisma filamentosum
Rhytisma himalense
Rhytisma huangshanense
Rhytisma ilicis
Rhytisma ilicis-canadensis
Rhytisma ilicis-integrae
Rhytisma ilicis-latifoliae
Rhytisma ilicis-pedunculosae
Rhytisma itatiaiae
Rhytisma lagerstroemiae
Rhytisma liriodendri
Rhytisma menziesiae
Rhytisma panamense
Rhytisma prini
Rhytisma priscum
Rhytisma pruni
Rhytisma punctatum
Rhytisma rhododendri-oldhamii
Rhytisma salicinum
Rhytisma shiraiana
Rhytisma umbonatum
Rhytisma velatum
Rhytisma yuexiense
Richonia variospora
Rickenella alexandri
Rickenella aulacomniophila
Rickenella demissella
Rickenella fibula
Rickenella indica
Rickenella mellea
Rickenella minuta
Rickenella piquiniana
Rickenella straminea
Rickenella swartzii
Rickia admirabilis
Rickia africana
Rickia aloisii
Rickia ancylopi
Rickia anomala
Rickia anthribidicola
Rickia apiculifera
Rickia appendicifera
Rickia arachnoidea
Rickia arcuata
Rickia argentinensis
Rickia arimensis
Rickia aulachochiri
Rickia berlesiana
Rickia bifida
Rickia biseriata
Rickia borneoensis
Rickia candelabriformis
Rickia carpanetoi
Rickia celaenopsis
Rickia circopis
Rickia circumdata
Rickia coelostomatis
Rickia coleopterophagi
Rickia compressa
Rickia coprighis
Rickia coptengalis
Rickia cornuti
Rickia corylophidorum
Rickia cristata
Rickia danaealis
Rickia dendroiuli
Rickia depauperata
Rickia dichotoma
Rickia discopomae
Rickia discreta
Rickia dominicensis
Rickia elegans
Rickia elliptica
Rickia encymonalis
Rickia episcaphae
Rickia episcaphulae
Rickia eumorphi
Rickia europsis
Rickia euxesti
Rickia euzerconalis
Rickia excavata
Rickia fainii
Rickia fastigiata
Rickia filifera
Rickia flagellifera
Rickia furcata
Rickia galatheae
Rickia georgii
Rickia gigas
Rickia gracilis
Rickia gryllotalpae
Rickia haytiensis
Rickia huggertii
Rickia hyalina
Rickia hyperborea
Rickia hypoaspidis
Rickia inclinata
Rickia inclusa
Rickia introversa
Rickia jacobsonii
Rickia javanica
Rickia kamerunana
Rickia kawasakii
Rickia kistneri
Rickia laboulbenioides
Rickia latior
Rickia lenoirii
Rickia leonis
Rickia leptaulacis
Rickia lophophora
Rickia lordithonis
Rickia lycopodinae
Rickia macrandra
Rickia macrochelis
Rickia mamillata
Rickia megisthoni
Rickia minuta
Rickia minutissima
Rickia mycetinae
Rickia nephanis
Rickia nigella
Rickia nigrescens
Rickia nigriceps
Rickia nigrofimbriata
Rickia nipponensis
Rickia nutans
Rickia obcordata
Rickia obelostrepti
Rickia oceana
Rickia odontopygiidarum
Rickia onthofagi
Rickia pachyiuli
Rickia pachylaelapis
Rickia pallescens
Rickia pallida
Rickia pallodina
Rickia papuana
Rickia parasiti
Rickia parvula
Rickia passalina
Rickia perlata
Rickia peyerimhoffii
Rickia phalacri
Rickia phloeonomi
Rickia pinnata
Rickia platessa
Rickia pocadii
Rickia polonica
Rickia proliferans
Rickia proteini
Rickia ptiliidarum
Rickia pulchra
Rickia radiata
Rickia rhacomycoides
Rickia rhynchophora
Rickia rostellata
Rickia rostrata
Rickia rotundata
Rickia sakaii
Rickia sakkae
Rickia sarawakensis
Rickia saulae
Rickia scydmaeni
Rickia serrulata
Rickia seticola
Rickia setifera
Rickia siddhartha
Rickia silvestrii
Rickia spathulata
Rickia sphindidorum
Rickia stellata
Rickia stenotarsi
Rickia sugiyamae
Rickia tachini
Rickia taiwanensis
Rickia tessellata
Rickia tomari
Rickia trichophora
Rickia trinitatis
Rickia uncigeri
Rickia uncinata
Rickia uropodae
Rickia wasmannii
Rickia wulaiensis
Rickia yoshii
Rickia zanettii
Rickiella edulis
Rickiella transiens
Rickiopora latemarginata
Riclaretia urticae
Riedera elaeochrysa
Riessia fresenii
Riessia minima
Riessia naumovii
Riessia radicicola
Riessia semiophora
Riessiella clavata
Riessiella cylindrica
Riethophlyctis vaucheriae
Rigidoporopsis griseonigra
Rigidoporopsis macrospora
Rigidoporopsis tegularis
Rigidoporus adnatus
Rigidoporus albiporus
Rigidoporus amazonicus
Rigidoporus aurantiacus
Rigidoporus aureofulvus
Rigidoporus biokoensis
Rigidoporus brunneus
Rigidoporus camschadalicus
Rigidoporus cinereus
Rigidoporus crocatus
Rigidoporus cystidioides
Rigidoporus defibulatus
Rigidoporus dextrinoideus
Rigidoporus eminens
Rigidoporus erectus
Rigidoporus fibulatus
Rigidoporus furcatus
Rigidoporus grandisporus
Rigidoporus hainanicus
Rigidoporus hypobrunneides
Rigidoporus incarnatus
Rigidoporus incurvus
Rigidoporus laetus
Rigidoporus lineatus
Rigidoporus longicystidius
Rigidoporus malayanus
Rigidoporus mariae
Rigidoporus micropendulus
Rigidoporus microporus
Rigidoporus minutus
Rigidoporus moeszii
Rigidoporus mutabilis
Rigidoporus nevadensis
Rigidoporus ochraceicinctus
Rigidoporus parvulus
Rigidoporus patellarius
Rigidoporus pendulus
Rigidoporus pouzarii
Rigidoporus sanguinolentus
Rigidoporus subpileatus
Rigidoporus substereinus
Rigidoporus sulphureus
Rigidoporus trametoides
Rigidoporus ulmarius
Rigidoporus umbonatipes
Rigidoporus undatus
Rigidoporus vinaceus
Rigidoporus vinctus
Rileya piceae
Rimaconus coronatus
Rimaconus jamaicensis
Rimbachia arachnoidea
Rimbachia bryophila
Rimbachia camerunensis
Rimbachia ellipsoidea
Rimbachia furfuracea
Rimbachia leucobryi
Rimbachia neckerae
Rimbachia palmigena
Rimbachia paludosa
Rimbachia paradoxa
Rimbachia philippensis
Rimbachia spadicea
Rimelia clavulifera
Rimelia commensurata
Rimelia diffractaica
Rimelia luminosa
Rimelia subisidiosa
Rimora mangrovei
Rimula faginea
Rimularia actinostoma
Rimularia andraeicola
Rimularia applanata
Rimularia australis
Rimularia austrolimborina
Rimularia badioatra
Rimularia caeca
Rimularia exigua
Rimularia furvella
Rimularia fuscosora
Rimularia gibbosa
Rimularia globulispora
Rimularia globulosa
Rimularia gyrizans
Rimularia gyromuscosa
Rimularia hensseniae
Rimularia impavida
Rimularia insularis
Rimularia intercedens
Rimularia limborina
Rimularia maculata
Rimularia michoacanensis
Rimularia mullensis
Rimularia paradoxa
Rimularia psephota
Rimularia sphacelata
Rimularia subconcava
Rimularia umbratilis
Rinaldiella pentagonospora
Rinodina alba
Rinodina albana
Rinodina algarvensis
Rinodina anomala
Rinodina ascociscana
Rinodina asperata
Rinodina aspersa
Rinodina athallina
Rinodina atrocinerea
Rinodina aurantiaca
Rinodina australiensis
Rinodina austroleprosa
Rinodina badiexcipula
Rinodina balanina
Rinodina biloculata
Rinodina bischoffii
Rinodina blastidiata
Rinodina bolanderi
Rinodina boleana
Rinodina boulderensis
Rinodina brasiliensis
Rinodina brouardii
Rinodina buckii
Rinodina bullata
Rinodina cacaotina
Rinodina calcarea
Rinodina calcigena
Rinodina californiensis
Rinodina campestris
Rinodina cana
Rinodina canariensis
Rinodina capeverdeana
Rinodina castanomela
Rinodina castanomelodes
Rinodina chrysomelaena
Rinodina citrinisidiata
Rinodina colobina
Rinodina colobinoides
Rinodina coloradiana
Rinodina confragosa
Rinodina confragosula
Rinodina confusa
Rinodina connectens
Rinodina conradii
Rinodina constrictula
Rinodina dalmatica
Rinodina degeliana
Rinodina disjuncta
Rinodina dolichospora
Rinodina dubyana
Rinodina efflorescens
Rinodina elixii
Rinodina endospora
Rinodina etayoi
Rinodina euskadiensis
Rinodina excrescens
Rinodina exigua
Rinodina fimbriata
Rinodina flavosoralifera
Rinodina furfuracea
Rinodina furfurea
Rinodina fuscoisidiata
Rinodina geesterani
Rinodina gennarii
Rinodina grandilocularis
Rinodina granulans
Rinodina granuligera
Rinodina griseosoralifera
Rinodina guianensis
Rinodina guzzinii
Rinodina gyrophorica
Rinodina hallii
Rinodina herrei
Rinodina huillensis
Rinodina immersa
Rinodina imshaugii
Rinodina innata
Rinodina inspersoparietata
Rinodina intermedia
Rinodina interpolata
Rinodina intrusa
Rinodina isidioides
Rinodina juniperina
Rinodina laevigata
Rinodina lecanorina
Rinodina lignicola
Rinodina lobulata
Rinodina longisperma
Rinodina luridata
Rinodina luridescens
Rinodina macrospora
Rinodina maculans
Rinodina madeirensis
Rinodina malangica
Rinodina marysvillensis
Rinodina megistospora
Rinodina metaboliza
Rinodina milvina
Rinodina milvinodes
Rinodina mniaraea
Rinodina moziana
Rinodina murrayi
Rinodina nimisii
Rinodina obscura
Rinodina occulta
Rinodina oleae
Rinodina olivaceobrunnea
Rinodina orculata
Rinodina oregana
Rinodina otagensis
Rinodina oxydata
Rinodina pacifica
Rinodina parasitica
Rinodina peloleuca
Rinodina perreagens
Rinodina placynthielloides
Rinodina pluriloculata
Rinodina poeltiana
Rinodina polymorphospora
Rinodina polyspora
Rinodina punctosorediata
Rinodina pyrina
Rinodina ramboldii
Rinodina reagens
Rinodina riparia
Rinodina roboris
Rinodina santae-monicae
Rinodina santorinensis
Rinodina scabridula
Rinodina septentrionalis
Rinodina sheardii
Rinodina sicula
Rinodina sophodes
Rinodina stictica
Rinodina striatitunicata
Rinodina subcrustacea
Rinodina substellulata
Rinodina subtristis
Rinodina teichophila
Rinodina tephraspis
Rinodina terricola
Rinodina thiomela
Rinodina trachytica
Rinodina turfacea
Rinodina turfaceoides
Rinodina venostana
Rinodina verruciformis
Rinodina williamsii
Rinodina xanthomelana
Rinodina zwackhiana
Rinodinella dubyanoides
Rinodinella fertilis
Rinodinella halophila
Riomyces rotundus
Riopa metamorphosa
Riopa pudens
Ripartitella alba
Ripartitella brasiliensis
Ripartitella sipariana
Ripartitella squamosidisca
Ripartites albidoincarnatus
Ripartites amparae
Ripartites flabellatus
Ripartites krieglsteineri
Ripartites metrodii
Ripartites odora
Ripartites serotinus
Ripartites tricholoma
Ripexicium spinuliferum
Rivilata ius
Rivulicola aquatica
Rivulicola cygnea
Rivulicola incrustata
Rizalia byrsonimae
Rizalia confusa
Rizalia fasciculata
Rizalia glaziovii
Rizaliopsis complexa
Robakia arctica
Robbauera albescens
Robillarda africana
Robillarda citricola
Robillarda indica
Robillarda kamatii
Robillarda lathyri
Robillarda matheranensis
Robillarda minutissima
Robillarda palmicola
Robillarda poonensis
Robillarda rhizophorae
Robillarda roystoneae
Robillarda sessilis
Robillarda suxenae
Robillarda terrae
Robillarda trichetrae
Robillarda vincae
Robincola gregaria
Robledia tetraspora
Roburnia karschioides
Roccella decipiens
Roccella fuciformis
Roccella montagnei
Roccella phycopsis
Roccellina conformis
Roccellina franciscana
Roccellina ochracea
Roccellinastrum epiphyllum
Roccellinastrum flavescens
Roccellinastrum lagarostrobi
Roccellinastrum neglectum
Roccellographa circumscripta
Rodaucea salgadoi
Rodentomyces reticulatus
Rodwaya infundibuliformis
Rodwayella citrinula
Rodwayella myricae
Rodwayella sessilis
Roesleria brasiliana
Roesleria bubonis
Roesleria norrlinii
Roesleria subterranea
Roeslerina media
Roeslerina microspora
Roeslerina radicella
Roestelia atlasiana
Roestelia aurantiaca
Roestelia bethelii
Roestelia brucensis
Roestelia carpophila
Roestelia cunninghamianum
Roestelia distorta
Roestelia echinulata
Roestelia ellisii
Roestelia fenzeliana
Roestelia fimbriata
Roestelia guatemaliana
Roestelia harknessiana
Roestelia harknessianoides
Roestelia levis
Roestelia magna
Roestelia malyi
Roestelia nanwutaiana
Roestelia nelsonii
Roestelia patula
Roestelia pourthiaeae
Roestelia transformans
Roestelia tubulata
Roestelia wenshanensis
Rogergoosiella roystoneicola
Rogersiomyces malaysianus
Rogersiomyces okefenokeensis
Rogersonia striolata
Roigiella lignicola
Rolfidium peltatum
Rollandina capitata
Rolueckia conspersa
Romagnesiella clavus
Romagnesiella sanctae-christinae
Romellia ambigua
Romellina variabilis
Romjularia lurida
Rommelaarsia flavovirens
Ronnigeria arctica
Ropalospora chlorantha
Ropalospora hibernica
Ropalospora lugubris
Ropalospora viridis
Roridomyces appendiculatus
Roridomyces austrororidus
Roridomyces irritans
Roridomyces lamprosporus
Roridomyces mauritianus
Roridomyces palmensis
Roridomyces praeclarus
Roridomyces roridus
Roridomyces subglobosus
Rosasphaeria moravica
Roscoepoundia croceola
Rosellinia abscondita
Rosellinia acaciae
Rosellinia acutispora
Rosellinia affinis
Rosellinia africana
Rosellinia akulovii
Rosellinia albocincta
Rosellinia amazoniae
Rosellinia ambigens
Rosellinia amblystoma
Rosellinia americana
Rosellinia andina
Rosellinia anthostomoides
Rosellinia apiahyna
Rosellinia aquila
Rosellinia aquiloidea
Rosellinia arcuata
Rosellinia australiensis
Rosellinia australis
Rosellinia bakeriana
Rosellinia biguttulata
Rosellinia boedijnii
Rosellinia boukokoae
Rosellinia brassicicola
Rosellinia breensis
Rosellinia brevifissurata
Rosellinia brevispora
Rosellinia britannica
Rosellinia brunneola
Rosellinia bunodes
Rosellinia buxi
Rosellinia cainii
Rosellinia calami
Rosellinia callimorphoides
Rosellinia callosa
Rosellinia camphorae
Rosellinia capetribulensis
Rosellinia carrollii
Rosellinia caryae
Rosellinia cassiae
Rosellinia castaneae
Rosellinia caudata
Rosellinia chiangmaiensis
Rosellinia chusqueae
Rosellinia cibodasae
Rosellinia cinereoviolascens
Rosellinia citriformis
Rosellinia coffeae
Rosellinia coffeicola
Rosellinia colensoi
Rosellinia communis
Rosellinia compacta
Rosellinia conferta
Rosellinia congolensis
Rosellinia cornicola
Rosellinia corticium
Rosellinia costesii
Rosellinia crassispora
Rosellinia culmicola
Rosellinia decidua
Rosellinia desmodii
Rosellinia diathrausta
Rosellinia didolotii
Rosellinia dingleyae
Rosellinia dolichospora
Rosellinia echinocarpa
Rosellinia elaeospora
Rosellinia erianthi
Rosellinia eucalypticola
Rosellinia euterpes
Rosellinia floridana
Rosellinia formosana
Rosellinia franciscae
Rosellinia francisiae
Rosellinia freycinetiae
Rosellinia fuscomaculans
Rosellinia fusispora
Rosellinia geophila
Rosellinia gisbornia
Rosellinia glabra
Rosellinia glomerata
Rosellinia grantii
Rosellinia guianae
Rosellinia hainanensis
Rosellinia helicofissurata
Rosellinia helvetica
Rosellinia heraclei
Rosellinia himalayensis
Rosellinia hippophaes
Rosellinia hsiehiae
Rosellinia hughesii
Rosellinia hyalospora
Rosellinia hypoxyloides
Rosellinia immersa
Rosellinia indica
Rosellinia insularis
Rosellinia javaensis
Rosellinia johnstonii
Rosellinia lakshadweepensis
Rosellinia laminariana
Rosellinia lamprostoma
Rosellinia lechatii
Rosellinia leopoldensis
Rosellinia lepidolophae
Rosellinia lignicola
Rosellinia lobayensis
Rosellinia longispora
Rosellinia macdonaldi
Rosellinia macrospora
Rosellinia mammiformis
Rosellinia mammoidea
Rosellinia mangiferae
